kejia_000001	冇系佢表哥
kejia_001444	感冒一点食欲都没
kejia_001445	同你倾下寂寞嘅
kejia_001446	一丝都冇听到
kejia_001447	你还带俺去聊吗
kejia_001448	塞班系统可以用快播吗
kejia_001449	都吉他嘅很想领教
kejia_001450	死懒猪还冇起床啊
kejia_001451	老婆要你讲花样
kejia_001452	我爱的还叫带我爱的爱对象
kejia_001453	俺还没听够你就到了
kejia_001454	我还以为是我冲他吼了呢
kejia_001455	书案到样板真实
kejia_001456	该懂人了忙完了吗
kejia_001457	鬼噶要派老刘
kejia_001458	武汉蛮天通过考察
kejia_001459	呢只等几年将讲啊
kejia_001460	看到你对我笑嘛
kejia_001461	俺感觉得到
kejia_001462	雅迪的五杠a口粮
kejia_001463	好久唔见联系哦俺很好
kejia_001464	只有等过了才能改
kejia_001465	要么你跟我同用啊
kejia_001466	天气冷都吾注意身体啊
kejia_001467	五唔系开it咩
kejia_001468	他们爱用在哪个服务上面
kejia_001469	自己打电话问给
kejia_001470	哦唉以前不跟我黑压几发
kejia_001471	唉唉唔美我喺平遥唔常企
kejia_001472	三年七年十年
kejia_001473	等一下乖等一下俺同你打
kejia_001474	哈仔嘅文件都喺天路上
kejia_001475	可那是俺娘玩木好了
kejia_001476	老太唔可以下载了吗
kejia_001477	呢只就系春天啊
kejia_001478	嘎秋口日哈蒙哈米且雪佛郎
kejia_001479	明白啦哥哥唔用难着
kejia_001480	一个尤莱斯安州在鸟
kejia_001481	谈过都唔谈恋爱过
kejia_001482	过一百五咩送东西
kejia_001483	嗯没吧我很快就睡呗
kejia_001484	有人也冇出息
kejia_001485	那就换个心情吧
kejia_001486	得给你上课吧
kejia_001487	给猪猪按摩再说一下呢
kejia_001488	佢啲人听讲一百点超重来嘅
kejia_001489	哦滴嘚嘚闺密
kejia_001490	五号窗冇雪也稍微习惯咯
kejia_001491	周末二项目啊
kejia_001492	南涛就on了只能on了
kejia_001493	咁五月份嘅话我上午到诶
kejia_001494	三体打倒了德国
kejia_001495	可以带你去上体育课的
kejia_001496	没事同爱来几张
kejia_001497	今仔毋系诶戴帽
kejia_001498	喺沃卡旧手机
kejia_001499	嗯帮叫别人听一下
kejia_001500	唉全身无力痛的
kejia_001501	哦反正没挨家
kejia_001502	喊你五点起唔到咩
kejia_001503	而且不知道田广义在不在
kejia_001504	咋跟咱奶奶像呢
kejia_001505	说也罢可也罢
kejia_001506	夏继荣是几时牺牲的呀
kejia_001507	皆有求刮搞嘅
kejia_001508	见价唔系叫亏钱呢
kejia_001509	黑人专业知识的
kejia_001510	唔啲的知道叶圣陶吧
kejia_001511	幽默大三阳治癌
kejia_001512	五相式单相模铁防式
kejia_001513	得挨封嘎本呐
kejia_001514	哦哦赶明说一哈吧
kejia_001515	冇识发识讲你可以唔谈
kejia_001516	唔系我四爷
kejia_001517	祝你的一路顺风
kejia_001518	哦这么讲你爱好我算唔算啊
kejia_001519	过唔错你系新北区嘅咩
kejia_001520	你是做服务员是么
kejia_001521	莫有你那关机嘞
kejia_001522	唔是定义嘅吧我拿唔落
kejia_001523	少吃点药对身体不好
kejia_001524	明白所以你也想买
kejia_001525	创业还是有前景所谓啊
kejia_001526	好好对自个么么爱你
kejia_001527	全部都系海鲜我软了
kejia_001528	最多按补呀嗯怂怂
kejia_001529	又回来了害怕
kejia_001530	说给某天呢从晚天再讲
kejia_001531	唉做嘛嗯的诶
kejia_001532	惊惊惊
kejia_001533	你明天早上就
kejia_001534	冷热酸甜想食就食
kejia_001535	你下阵嘢一做就嚟
kejia_001536	嗯瞧你像个养鸭阿姨讲的
kejia_001537	猪头睡得还真快
kejia_001538	下一名你以为是臭鸡
kejia_001539	快点哇我的你的新号码
kejia_001540	上班今夜唔借位么
kejia_001541	嗯么耶相信俺的
kejia_001542	很委屈你哦让
kejia_001543	俺今天刚发表了一个说说
kejia_001544	香菜都油啊
kejia_001545	天老者失于小非
kejia_001546	济南你扎起黑山脚
kejia_001547	俺最中意恰薄荷
kejia_001548	东莞钱该做埋
kejia_001549	宽五一五桥几咩
kejia_001550	识别翻来牙子护甲呗
kejia_001551	住到楼企就唔同互相搀扶
kejia_001552	随便你多么拧
kejia_001553	照婚纱照好快啊一瞬间啊
kejia_001554	爱对你来五毛诶
kejia_001555	五集天花爱钱
kejia_001556	时间多过会
kejia_001557	下次用录像机同电影录起
kejia_001558	牧师衰下木唔识撩啊
kejia_001559	有你也看不出来
kejia_001560	以后俺同么
kejia_001561	唔记得有天堂地狱啊
kejia_001562	靠唔松给哇又变了
kejia_001563	唔滴得鼻儿发痒得很啊
kejia_001564	唔敢改挨中宣啊
kejia_001565	俺问俺三夫妹嘛
kejia_001566	边跑边做爱快点玩跑
kejia_001567	就中日名花有主诶
kejia_001568	闷着事挨偷操
kejia_001569	教我唔教冇噶
kejia_001570	等下启茶这么快
kejia_001571	几时发百块好喂
kejia_001572	给你把病也整胖去了
kejia_001573	哈太可爱耶
kejia_001574	唔听米言讲俊男要操佢嘅
kejia_001575	一下就睡想聊一会
kejia_001576	上班啊想阿哥了吧
kejia_001577	我打算翻厂业去诶
kejia_001578	挂你个逼娘诶哦
kejia_001579	我出去饮茶早啲上工啊
kejia_001580	一会俺自个儿做喂
kejia_001581	k愿我同妈二下k
kejia_001582	唉某人吓死人哦
kejia_001583	乜情况难道系撞兴啊
kejia_001584	反正快毕业了
kejia_001585	嗯土矮号要法伤呢
kejia_001586	不好意思头像手机白屏
kejia_001587	真嘞不问还能要诶
kejia_001588	没没没俺是想当鸭子
kejia_001589	安全到我卡就考虑
kejia_001590	佢点解唔同你讲呢
kejia_001591	唉贪听过以后同打招呼
kejia_001592	年年哇你也穿矮嘅
kejia_001593	给小杜嗯好美么
kejia_001594	唔用摘通次搞出来胃癌
kejia_001595	想哄我违法在哪里
kejia_001596	唔怕五老板骂你啊
kejia_001597	本来吵不赢就找你来
kejia_001598	你唔泄气诶所以有信心咯
kejia_001599	盘福中路十三号
kejia_001600	没啊没给吃
kejia_001601	嗯真的不想让俺过来
kejia_001602	唐润润日前给喊他打
kejia_001603	之后给我同学妹妹道歉了
kejia_001604	爱听梦不配你把药判吧
kejia_001605	俺想同菜聊一下
kejia_001606	唔好发图片我睇唔到
kejia_001607	唔停带钱咩有冇用啊
kejia_001608	给出梦想诶水木
kejia_001609	相册你不去啊
kejia_001610	计太轻松了我毋敢爱你
kejia_001611	俺去拿手机去了哈
kejia_001612	你公安也是九点吗
kejia_001613	有啲嘢总系按头上
kejia_001614	今年双次十期
kejia_001615	俺呢啊俺呢唔猜耶猜唔到
kejia_001616	审判还run不run
kejia_001617	俺俩以后再讲吧
kejia_001618	唐山找我啊来找我
kejia_001619	还是专心做日天事吧
kejia_001620	收音机万斯好的军用
kejia_001621	狄友桥孙晓蕾唔太识字
kejia_001622	俺用办公爱啊可以替你食饭
kejia_001623	嘎就抓紧时间坑爹的肉
kejia_001624	你把自噶噶熟悉的猫
kejia_001625	唔得冇小事嘅咩
kejia_001626	哦哦没事同你挤下去
kejia_001627	秋花五里甲大宋
kejia_001628	唔想咁来嘅但系也冇办法
kejia_001629	好多司机都用上 iphone 诶
kejia_001630	株洲癌嗯二牛状元县地带
kejia_001631	俺哭给你那书本孔子
kejia_001632	俺不中了送来买食品
kejia_001633	sony顺其自然吧
kejia_001634	很想很想你
kejia_001635	唔啲吉祥话嘅就不要钱钱打来嗯
kejia_001636	认识的都有问题
kejia_001637	你特么脑屎有问题
kejia_001638	唔通呢只系男人的本领
kejia_001639	钵钵鸡按准确噶
kejia_001640	胆超河哼哼
kejia_001641	有了爱你还想过么
kejia_001642	嗯好耐寿命哩
kejia_001643	你可爱对吗
kejia_001644	佢系完全唔一样嘅
kejia_001645	频道里就显示着吧
kejia_001646	嗯好那也下载天眼啊
kejia_001647	是当鬼片但唔会丢撇自己
kejia_001648	普通话课谈啊唔想谈
kejia_001649	只要你唔想我丢你
kejia_001650	四六七 m 五使用了
kejia_001651	爱我天使
kejia_001652	不希望俺能出九月清关的
kejia_001653	阿妹几日真进来
kejia_001654	最近有点反差
kejia_001655	那我去撩你个甲去
kejia_001656	嗯呵呵挨着吗不冷
kejia_001657	因为会改唔到诶
kejia_001658	嘛事啊非给你盘
kejia_001659	姐唔下昼仲来冇
kejia_001660	银行啊老婆想你
kejia_001661	莫法拿手机嗯好好上班吧
kejia_001662	三月以后唔上 qq
kejia_001663	好吧有时间去杭州请唔
kejia_001664	有我的人在你的电脑好么
kejia_001665	撞到你系唔哦
kejia_001666	俺爱哈喂朋友有意见呢
kejia_001667	比俺黑妹对的好吧
kejia_001668	唔想讲以前的事情都过期了
kejia_001669	嗯浪啊朗诵吧
kejia_001670	心中嘅你太多
kejia_001671	要啊在噏嘢呢
kejia_001672	唔记得咯前面还是后面啊
kejia_001673	刚上班有么事
kejia_001674	去上班啊冇该工作噶
kejia_001675	给你就耐心点吧
kejia_001676	雪豹诶系唔系佢在内
kejia_001677	有点事晚点走你先睡去吧
kejia_001678	你有没想转工做
kejia_001679	嗯呐你等一下进副卡再拱吧
kejia_001680	高中啊唔高中同系同一届咩
kejia_001681	好吧俺隐身对你可见呢
kejia_001682	高丽诶查唔到
kejia_001683	肥猪猪老公啊上落噶
kejia_001684	今年嘅三基调系嘛噶样
kejia_001685	遇上矮子爱这回
kejia_001686	斯格拉写发票单唔跌先好绕
kejia_001687	马什么东西
kejia_001688	两头边发快邮
kejia_001689	挑什么嗯做呢宝嗯哇做呢
kejia_001690	俺将陪你嗯疯呀
kejia_001691	好远啊今儿去广东
kejia_001692	下午请抽到工作啊
kejia_001693	你什么店铺
kejia_001694	唔记得的呀
kejia_001695	诶秋黑嘎活儿开始
kejia_001696	纠结花工偏矮好高么
kejia_001697	秋风拂过走的是黑白
kejia_001698	化学学唔好用其他课来补
kejia_001699	俺先猜猜法以为
kejia_001700	嗯噶片落雪的呀
kejia_001701	马安两人是熬夜啊
kejia_001702	咬开鱼看盔在内
kejia_001703	空床嘅老婆我爱你
kejia_001704	给咋逼搞索菲亚
kejia_001705	以后就唔可以放肆了
kejia_001706	工作好难办呐
kejia_001707	啊怪大条诶
kejia_001708	唔用副卡搞嘛
kejia_001709	五口日你有那唔理老婆啊
kejia_001710	俺都没发现呢
kejia_001711	就因为面呢还没上呢吧
kejia_001712	无声出热盘全息广亮
kejia_001713	头像系你啊很漂亮
kejia_001714	任务卡还没放品用
kejia_001715	你可以走的说就走的说呀
kejia_001716	嗯还挖尾小么
kejia_001717	嗯唱啊招欢喜啊
kejia_001718	讲唔过我唔方便就听话啦
kejia_001719	喜欢过的总会很快
kejia_001720	暖暖还弄双下巴
kejia_001721	这里风起得早晒人厉害
kejia_001722	不过人家高三冇时间
kejia_001723	很爱你么俺去
kejia_001724	我的尿频是不是空的
kejia_001725	要不然让我帮你介绍啊
kejia_001726	佢啲靓酷奇也唔买
kejia_001727	广州一手多少钱
kejia_001728	爱龙娘们狂抖了
kejia_001729	星期五暗部考虑倒么
kejia_001730	俺手机没俺都流量
kejia_001731	兔子嗯最最最好诶
kejia_001732	你时间允许么
kejia_001733	俺有事情先做事呀俺不让张辽
kejia_001734	上课你嗓子有点发炎
kejia_001735	你系仙后吗米莉
kejia_001736	唔潜唔潜的答案
kejia_001737	给俺爹买棍去去
kejia_001738	原来五脉解到五常爱
kejia_001739	嗯对了有压板的吗
kejia_001740	给你嗯吃饱哦么
kejia_001741	你妈妈是纯爱什么黑
kejia_001742	给你就选体育吧
kejia_001743	我只是想证明一下嘛
kejia_001744	其实也冇乜豪迈嘅
kejia_001745	该资料中的系男嘅
kejia_001746	天呐也吵诶歇歇吧
kejia_001747	没俺只喝五天水
kejia_001748	哦哦好吧停尸间好恐怖
kejia_001749	这是你男朋友啊没有影响到吧
kejia_001750	系啊好吵好闷
kejia_001751	俺手干你妹
kejia_001752	你要去诶潇洒哟
kejia_001753	儿子又堕落了懒得不得了
kejia_001754	妹妹你最好啦娇
kejia_001755	上班的时间短放假就短
kejia_001756	牙齿好直挑嘢你
kejia_001757	如果我还要听光阴的歌词
kejia_001758	好吧还没能下班咩
kejia_001759	你长得真像甄嬛的
kejia_001760	谈钱嘅伤感情吗
kejia_001761	冇办法杰斯拥钱
kejia_001762	唔好理啊气人哋嘅掂多
kejia_001763	收到嘞后来我听讲你会过去
kejia_001764	放心吧俺冇事
kejia_001765	你冇去上海上班了咩
kejia_001766	等疫情过后工作
kejia_001767	艾瑞泽后门
kejia_001768	这就是你要分开么
kejia_001769	呵呵老公想水木诶
kejia_001770	我哋一啲都唔好咩
kejia_001771	唔得都唔冻诶啊
kejia_001772	真矮就唔抵得哦
kejia_001773	俺都发速来件喽
kejia_001774	唔会连呢只都唔知吧
kejia_001775	中麦街唔同喺发条党先啊
kejia_001776	唔放了吧老五哈言
kejia_001777	唔要啊困觉呢
kejia_001778	看到标题真的想看看
kejia_001779	有毛神给又有钱
kejia_001780	你再捅阿哲一眼更好看
kejia_001781	贴上你的眼圈呢
kejia_001782	雪地唔放超速唔准去
kejia_001783	嗯菜篮还系菜篮
kejia_001784	我的寝室已经熄灯了
kejia_001785	同吴叔莫子盖搭话
kejia_001786	去插空啊唔累
kejia_001787	就是左腿不能用力
kejia_001788	哈斯跑车了不用看
kejia_001789	没啊你还没看电视
kejia_001790	哦谢芳你上去明白吧
kejia_001791	系你同我冇法讲
kejia_001792	斗破苍穹完整版
kejia_001793	闷热到唔知想点样呢
kejia_001794	就看外卖派东西时候你接到诶
kejia_001795	没事没事你咋进去
kejia_001796	最近怎么样啊子瑞
kejia_001797	没事俺可以的不用劳驾你
kejia_001798	应该在上班呢俺双减班
kejia_001799	早点休息不会乱想晚安
kejia_001800	你确定我哋下昼来吗
kejia_001801	也可以挂下淘宝卖家耶
kejia_001802	最好是嫌冷清的
kejia_001803	嗯嗯不要通宵喊你九点下班
kejia_001804	俺红姐刚电话呢电脑蓝屏呢
kejia_001805	又明天上班啦
kejia_001806	按补呀抛狗啊
kejia_001807	你唔惊我也唔惊人
kejia_001808	慢啲嘅叫冇咗喂
kejia_001809	点等面都唔可以搬呢
kejia_001810	唔准去了解我哟
kejia_001811	几唔相信俺恩滴哦
kejia_001812	我喺屋下着唔到电话
kejia_001813	俊你真的爱我很多哟
kejia_001814	嗯同司机讲诶么
kejia_001815	等书读完再供吧
kejia_001816	总得找分数啊
kejia_001817	想冲盆汤但是没汤
kejia_001818	那爸爸还同我在一起吗
kejia_001819	现在可是没事了
kejia_001820	俺那谁没就比俺大一点没
kejia_001821	突然用寒假呢去南校
kejia_001822	气定功法五要通
kejia_001823	佢把定件处理
kejia_001824	下午水木啊叼唔啊
kejia_001825	又不回信息小气鬼
kejia_001826	俺唱冇听过哎呀偏爱
kejia_001827	冷冷清清不知所为
kejia_001828	你有梯子喊漫天春来咩
kejia_001829	唔要你按着你系唔似水木噶
kejia_001830	嗨唔可以加班还系开困书啊
kejia_001831	人家嗯得很等一下张默
kejia_001832	东主请食饭去抢云顶
kejia_001833	爱看号型号诶联想小白
kejia_001834	渣上线谈渣流泪
kejia_001835	嘿哟寿衣千人饭嘛
kejia_001836	样板箱
kejia_001837	唔同樊占国一下转去
kejia_001838	他话我们是最好个朋友
kejia_001839	一定要把土鸡诶拿去炒鸡蛋
kejia_001840	也得四到五针生长液
kejia_001841	显示没人秒
kejia_001842	么去哪里了
kejia_001843	广西的热觉没重庆舒服
kejia_001844	会转化成一些毒素
kejia_001845	嗯哈俺回寝发共
kejia_001846	悲催的一日到几点
kejia_001847	送七夕大药价人鬼有争
kejia_001848	失眠是因为太多事想
kejia_001849	哦给你盛早饭
kejia_001850	满足联通可以算吗
kejia_001851	数据查唔到也唔显示
kejia_001852	五十艾秋雪唱摇篮曲
kejia_001853	唉去玩 mc 呗
kejia_001854	只要好好做工资会涨的
kejia_001855	唔来啦你冇收到我嘅水果啊
kejia_001856	表情呢五妹哀思诶
kejia_001857	嘿呀贾埃定系平遥啊
kejia_001858	现在查唔到银行去呗
kejia_001859	啊呢天光夜还爱去吗
kejia_001860	现在可以聊了么
kejia_001861	竟然唔系酸甜唔舒服咩
kejia_001862	卓玛会跳法鼓灯
kejia_001863	对啊你同意儿啊
kejia_001864	营业证税几只钟就到位
kejia_001865	好忙打死都唔喊
kejia_001866	俺还乱讲诶你猫
kejia_001867	但是你要应该噻
kejia_001868	切我平常很瘦的
kejia_001869	估计你放学我也可以诶
kejia_001870	下周去上课到校高考
kejia_001871	好吧感谢你五点上
kejia_001872	待唔住就过来看下家里
kejia_001873	当我有时看到你
kejia_001874	你很安逸啊给你抢号诶
kejia_001875	昨晚俺俺用白魔法
kejia_001876	想让五同埋四着钻
kejia_001877	上不了你过去
kejia_001878	爱会慢慢兑现后嘅
kejia_001879	崖系全世界最倒霉嘅人
kejia_001880	唉马上喊工给瓶
kejia_001881	毋带奶机倒咋喷呢
kejia_001882	嗯爹在哦阿姨找着我吧
kejia_001883	给爱数语音助手呢哦
kejia_001884	哄奶耶五天烫过
kejia_001885	大仙地向学习啵
kejia_001886	头型还没你妈矮呢
kejia_001887	料都系冇问题
kejia_001888	龚佳浩我们两个一人一只发
kejia_001889	复高的诶五峰南诶
kejia_001890	还提得起哪样
kejia_001891	门定系拍门
kejia_001892	看了书就瞌一下呗
kejia_001893	挨耳仔认够花咩
kejia_001894	嗯一边看书一边等
kejia_001895	俺唔手机嗰呢啊
kejia_001896	也没耐心用牙来掏一次
kejia_001897	你老是换工作存到钱没啊
kejia_001898	这么好的眼袋呢
kejia_001899	我讲最后嘅一类
kejia_001900	就再冒一次
kejia_001901	你有男朋友你同我讲过
kejia_001902	你喂嗯上班便便吧
kejia_001903	系吗唔记得了么
kejia_001904	刚在食堂忙饭呢
kejia_001905	挨水木嘅茄渣嚟晚安
kejia_001906	而且五开的空碟系你
kejia_001907	五面房握手吧
kejia_001908	假邱淑湘陈其孙妆容
kejia_001909	查本啊日间还勿可以诶
kejia_001910	莫闷热挨到烦呢
kejia_001911	好到时候天发联系俺
kejia_001912	冇冇肩胛听高啊
kejia_001913	每年都会调整工资给你一年
kejia_001914	诶就对了你笑一笑多好
kejia_001915	嗯还没用电脑怂妙
kejia_001916	啊我等到几时啊
kejia_001917	伙计怎么样啊今天生意好吗
kejia_001918	五块一只七角钱
kejia_001919	你十九号来我生日
kejia_001920	老公还在休息吗我下课了
kejia_001921	还批不对没电了吧
kejia_001922	五天六夜无聊啊
kejia_001923	啊不然来帮我点亮财富通
kejia_001924	今家松口日么我来拜师
kejia_001925	跟我换头像
kejia_001926	黑咋是有做妮子啊
kejia_001927	我都赵琪诶麦盖吹木诶
kejia_001928	艾丁然到半山未
kejia_001929	你搬过来啦我要看空间
kejia_001930	觉得基本的确无聊
kejia_001931	挨打哀吾朝夕哀吾
kejia_001932	来说一下唔聊啊
kejia_001933	买完了回去看看
kejia_001934	得以后唔讲啊
kejia_001935	俺就估计你等一下嘞
kejia_001936	等下有空请吃饭
kejia_001937	奶奶的牛啊嗯吹
kejia_001938	超时压或误压肯定进户口的
kejia_001939	天兴直行的 pp 号
kejia_001940	给咱买个调性好闷呢
kejia_001941	会有机会的加油
kejia_001942	师傅一早啲衰木啊
kejia_001943	住你妈几夜妹哩喊唔叫
kejia_001944	见陈莹好过命死
kejia_001945	唔要惊啊使唔出口嘅嘢哦梦
kejia_001946	嫁给我外甥好唔好
kejia_001947	唔中之崖崖个龟唔记得嘞
kejia_001948	我唔记得五qq诶
kejia_001949	去诶俺有一只人都唔认识
kejia_001950	俺一直以为你没动静呢
kejia_001951	娘把俺打唔到也听话
kejia_001952	嗯想歇儿塞我
kejia_001953	敢唔敢四点钟就起来
kejia_001954	诶就对了哈哈
kejia_001955	唉系想老舅想得来绝对系哦
kejia_001956	考完就走呢要去找工作呢
kejia_001957	这个情绪有点分裂嘛
kejia_001958	期待网红云南
kejia_001959	都陪俺聊下天啊
kejia_001960	系啊肉色都唔俏皮
kejia_001961	四五星的亚布森可以试一下
kejia_001962	五天一次到最后
kejia_001963	土豆是爱发也是爱吃小米
kejia_001964	好吧呀马马虎虎
kejia_001965	俺咋跟处啊
kejia_001966	唉诶死鬼啊无救啊
kejia_001967	过了两牙冬了
kejia_001968	一直有空我来应酬你们
kejia_001969	耶突然一下满醒了给我找
kejia_001970	系咪专门形容矮嘅
kejia_001971	电灯泡俺当不起呀
kejia_001972	你讲嘢系我最穷嘅时候
kejia_001973	嗯巴威系哪来嘅
kejia_001974	还可以查嘞今天上夜班
kejia_001975	在闽南出风起来
kejia_001976	危万衣痴人用万衣
kejia_001977	用你毛求猫泡
kejia_001978	又喺水边啊哼唔识得
kejia_001979	会咋嘿你有病啊
kejia_001980	系咪有发财路啊
kejia_001981	初生 c 九 v 叉 m
kejia_001982	索尼冇一年再会说粗为
kejia_001983	好的送只计算机培训班
kejia_001984	号会高吗悟空云盘
kejia_001985	一啲都唔给力的哦
kejia_001986	爱猜不爱猜肯定有
kejia_001987	冇同我买衫裤诶我唔爱诶
kejia_001988	系唔系你讲法怪客气啊
kejia_001989	真心求四猫粮三
kejia_001990	呀西嗯扣鱼仔仔
kejia_001991	我手机坏呗还没人修哦
kejia_001992	踢无聊唉先前踢五米啲唉
kejia_001993	是啊是俺高中同学的
kejia_001994	唔系佢会跳慢啲佢唔识跳嘅
kejia_001995	冇事慢慢就习惯嘞
kejia_001996	哥哥俺不会用钉铁锹啊
kejia_001997	师傅都几衰嘅都唔讲
kejia_001998	俺发到你半夜都唔发啊
kejia_001999	有时间一哈食饭哦
kejia_002000	李哲你喺欺骗我耶唔玩
kejia_002001	到时候看你的表现咯
kejia_002002	来再诶呀哟喂
kejia_002003	中枪才是狗眼
kejia_002004	高峰期过去了我走快
kejia_002005	俺也没加钱呢
kejia_002006	同共啊恰恰咯
kejia_002007	蒙排排烫水木木
kejia_002008	肯定会心病就闹心
kejia_002009	那啥鸟那啥思议
kejia_002010	事已可知非是如此
kejia_002011	花壳呢啲五是啥
kejia_002012	没爱糖果想你呢
kejia_002013	落雪还爱训练么
kejia_002014	你能搞懂一个也得一年啊
kejia_002015	猴年的红虎卡可以
kejia_002016	如果我同番薯永远攀啊
kejia_002017	去呢样去乡里面咩
kejia_002018	给你好好调理吧
kejia_002019	今日同佢打电话喊我
kejia_002020	麦盖普甲蠢痴到哭嚟
kejia_002021	挨看下时候好得唔得闲
kejia_002022	更圆满的暑假
kejia_002023	你还没上大同打工
kejia_002024	五级是不矮啊
kejia_002025	先睡木吧晚安早点休息
kejia_002026	呵呵那事关你
kejia_002027	讲个嘛呀老婆
kejia_002028	马赛动画书
kejia_002029	你们一小时都到诶
kejia_002030	捱到挨半枯夜
kejia_002031	你咁样嘅工作很辛苦哦
kejia_002032	来买皮拖鞋太薄
kejia_002033	跟团做的完全不一样
kejia_002034	嗯在这边不能搞一百五吗
kejia_002035	好诶写作业写到十点半诶
kejia_002036	艾溪湖石壁街道对面上班
kejia_002037	喺感觉唔冲你着小肾胚
kejia_002038	俺同俺公俺穷卵子哈娃子
kejia_002039	查普拉艾琪诶两期厕所
kejia_002040	你好靓哦我的妹子
kejia_002041	我同小萌见面均冇戏诶
kejia_002042	就是俺两个位置
kejia_002043	给球黑门马上去
kejia_002044	过九日你 qq 大婚么
kejia_002045	挨哈位呃佢讲嘅
kejia_002046	嗯一个黑梦就醒了
kejia_002047	你的嘛时候成为中泰董事
kejia_002048	琼中双哈六百人
kejia_002049	歪皮吧冇乜该事似好正常嘅
kejia_002050	你要干嘛给
kejia_002051	好怪都是人家老婆诶
kejia_002052	俺不要一个人出去小心点
kejia_002053	暗靓几只人还没摆茶诶
kejia_002054	原版的腰包唔小号嘅呀
kejia_002055	嗯今天开始洗碗么
kejia_002056	我讲系咩你讲你讲
kejia_002057	省城的考费慢点些啊
kejia_002058	喺同我说话么
kejia_002059	看别人踩书我又抱不到么
kejia_002060	做清明哈你睡唔落
kejia_002061	可以啊你同我潜着俾靠在
kejia_002062	给邱辉省点拨费可以么
kejia_002063	你到天发门那去不去
kejia_002064	特送祝福卡好好休息
kejia_002065	科技大科研经费
kejia_002066	嗯介可以冲天
kejia_002067	跟你喝酒呢还能假喂
kejia_002068	工资呢好兄弟的
kejia_002069	唔知嘅时候先嚟咯
kejia_002070	系科都裤裙诶唔可以哈
kejia_002071	哦哦你哋呢个班几点放学啊
kejia_002072	哦很可以没事分享
kejia_002073	大厂的没就得
